total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,stringency_index,vaccine_me,aged_65_older,aged_70_older,cardiovasc_death_rate
3915397,30950,30425,80411,538,531.143,85853.006,678.641,667.13,1763.174,11.797,11.646,7668,168.136,14396172,11217610,3178348,220,408008,290957,81.48,31.9,11.198,7.441,191.032
3939024,23627,29537.286,80867,456,537,86371.076,518.07,647.665,1773.173,9.999,11.775,7731,169.518,14722919,11524251,3198424,250,326747,305144,81.48,31.9,11.198,7.441,191.032
3955439,16415,28832.857,81214,347,536.857,86731.008,359.932,632.219,1780.781,7.609,11.772,7776,170.505,14940203,11728825,3211132,252,217284,317783,81.48,31.9,11.198,7.441,191.032
3977634,22195,27978.571,81946,732,550.429,87217.678,486.67,613.487,1796.832,16.051,12.069,7827,171.623,15293225,12034252,3258723,256,353022,325515,81.48,31.9,11.198,7.441,191.032
4008771,31137,27376,82667,721,562,87900.42,682.742,600.274,1812.641,15.809,12.323,7794,170.899,15663008,12368944,3293809,261,369783,333368,77.78,31.9,11.198,7.441,191.032
4038528,29757,26624.571,83272,605,564.571,88552.903,652.482,583.798,1825.907,13.266,12.379,7769,170.351,16035277,12718322,3316696,265,372269,342374,77.78,31.9,11.198,7.441,191.032
4066156,27628,25958.429,83941,669,581.143,89158.702,605.8,569.191,1840.576,14.669,12.743,7817,171.404,16370196,13034866,3335064,272,334919,340290,77.78,31.9,11.198,7.441,191.032
4093090,26934,25384.714,84628,687,602.429,89749.285,590.582,556.611,1855.64,15.064,13.209,7839,171.886,16736886,13355320,3381297,275,366690,334388,77.78,31.9,11.198,7.441,191.032
4111147,18057,24589,85075,447,601.143,90145.221,395.936,539.164,1865.442,9.801,13.181,7895,173.114,16921898,13460327,3461297,280,185012,314140,77.78,31.9,11.198,7.441,191.032
4124190,13043,24107.286,85343,268,589.857,90431.215,285.994,528.601,1871.318,5.876,12.934,7910,173.443,17004542,13499296,3504968,284,82644,294906,77.78,31.9,11.198,7.441,191.032
4145482,21292,23978.286,86029,686,583.286,90898.086,466.87,525.772,1886.36,15.042,12.79,7969,174.736,17242423,13653414,3588725,290,237881,278457,77.78,31.9,11.198,7.441,191.032
4172742,27260,23424.429,86615,586,564,91495.816,597.731,513.628,1899.209,12.849,12.367,7890,173.004,17500084,13826836,3672955,299,257661,262439,77.78,31.9,11.198,7.441,191.032
4198620,25878,22870.286,87261,646,569.857,92063.244,567.428,501.477,1913.374,14.165,12.495,7664,168.049,17786856,14040343,3746211,308,286772,250226,77.78,31.9,11.198,7.441,191.032
4222400,23780,22320.571,87789,528,549.714,92584.668,521.425,489.424,1924.952,11.577,12.054,7520,164.891,18101156,14289516,3811335,311,314300,247280,77.78,31.9,11.198,7.441,191.032
4242763,20363,21381.857,88247,458,517,93031.168,446.5,468.841,1934.994,10.043,11.336,7467,163.729,18500310,14643440,3856560,316,399154,251918,77.78,31.9,11.198,7.441,191.032
4258394,15631,21035.286,88742,495,523.857,93373.91,342.741,461.241,1945.848,10.854,11.487,7386,161.953,18732845,14855322,3877210,319,232535,258707,77.78,31.9,11.198,7.441,191.032
4268789,10395,20657,89043,301,528.571,93601.841,227.931,452.947,1952.448,6.6,11.59,7366,161.514,18832043,14950345,3881384,320,99198,261072,77.78,31.9,11.198,7.441,191.032
4277395,8606,18844.714,89490,447,494.429,93790.545,188.704,413.209,1962.249,9.801,10.841,7345,161.054,19001685,15096195,3905176,320,169642,251323,77.78,31.9,11.198,7.441,191.032
4298782,21387,18005.714,90281,791,523.714,94259.498,468.953,394.812,1979.594,17.344,11.483,7326,160.637,19289425,15345754,3943353,324,287740,255620,75,31.9,11.198,7.441,191.032
4326101,27319,18211.571,90986,705,532.143,94858.523,599.024,399.326,1995.052,15.459,11.668,7241,158.774,19552485,15579658,3972508,325,263060,252233,75,31.9,11.198,7.441,191.032
4350564,24463,18309.143,91438,452,521.286,95394.924,536.401,401.465,2004.963,9.911,11.43,7199,157.853,19856918,15850087,4006510,327,304433,250823,75,31.9,11.198,7.441,191.032
4374587,24023,18832,91979,541,533.143,95921.676,526.753,412.93,2016.826,11.863,11.69,7057,154.739,20233470,16156171,4076975,330,376552,247594,75,31.9,11.198,7.441,191.032
4393142,18555,19249.714,92317,338,510.714,96328.532,406.856,422.089,2024.237,7.411,11.198,6998,153.445,20549493,16394438,4154729,332,316023,259521,75,31.9,11.198,7.441,191.032
4405247,12105,19494,92568,251,503.571,96593.959,265.427,427.445,2029.741,5.504,11.042,6953,152.459,20725666,16549554,4175786,332,176173,270518,75,31.9,11.198,7.441,191.032
4423636,18389,20891.571,93142,574,521.714,96997.175,403.216,458.09,2042.327,12.586,11.44,6869,150.617,21098568,16870450,4227769,355,372902,299555,75,31.9,11.198,7.441,191.032
4447701,24065,21274.143,93668,526,483.857,97524.849,527.674,466.479,2053.861,11.534,10.61,6636,145.508,21472895,17196918,4275626,357,374327,311924,75,31.9,11.198,7.441,191.032
4470374,22673,20610.429,94304,636,474,98022,497.151,451.925,2067.806,13.946,10.393,6308,138.316,21848509,17536297,4311860,358,375614,328003,75,31.9,11.198,7.441,191.032
4491551,21177,20141,94772,468,476.286,98486.349,464.349,441.632,2078.068,10.262,10.444,6046,132.571,22280311,17851256,4428702,359,431802,346199,75,31.9,11.198,7.441,191.032
4512439,20888,19693.143,95382,610,486.143,98944.361,458.012,431.812,2091.443,13.375,10.66,5784,126.826,22695818,18182358,4513103,363,415507,351764,75,31.9,11.198,7.441,191.032
4526473,14034,19047.286,95594,212,468.143,99252.085,307.724,417.65,2096.092,4.649,10.265,5667,124.26,23032357,18434431,4597563,369,336539,354695,75,31.9,11.198,7.441,191.032
4535473,9000,18603.714,95904,310,476.571,99449.428,197.343,407.924,2102.889,6.797,10.45,5671,124.348,23228795,18609049,4619379,373,196438,357590,75,31.9,11.198,7.441,191.032
4552750,17277,18444.857,96521,617,482.714,99828.261,378.833,404.441,2116.418,13.529,10.584,5607,122.945,23638504,18845300,4792831,379,409709,362848,75,31.9,11.198,7.441,191.032
4574340,21590,18091.286,96983,462,473.571,100301.665,473.404,396.688,2126.549,10.13,10.384,5642,123.712,24055240,19118608,4936250,388,416736,368906,75,31.9,11.198,7.441,191.032
4593763,19423,17627,97439,456,447.857,100727.554,425.889,386.508,2136.547,9.999,9.82,5546,121.607,24459217,19409918,5048907,398,403977,372958,75,31.9,11.198,7.441,191.032
4613019,19256,17352.571,97904,465,447.429,101149.781,422.227,380.49,2146.743,10.196,9.811,5443,119.349,24869583,19779868,5089316,405,410366,369896,75,31.9,11.198,7.441,191.032
4627537,14518,16442.571,98148,244,395.143,101468.117,318.337,360.537,2152.094,5.35,8.664,5405,118.516,25227025,20032852,5193772,407,357442,361601,75,31.9,11.198,7.441,191.032
4639098,11561,16089.286,98501,353,415.286,101721.616,253.498,352.79,2159.834,7.74,9.106,5427,118.998,25558812,20333538,5224868,412,331787,360922,75,31.9,11.198,7.441,191.032
4647948,8850,16067.857,98781,280,411,101915.67,194.054,352.32,2165.973,6.14,9.012,5349,117.288,25724334,20491030,5232898,412,165522,356506,75,31.9,11.198,7.441,191.032
4662937,14989,15741,99255,474,390.571,102244.334,328.664,345.153,2176.367,10.393,8.564,5222,114.503,26111356,20849036,5261912,414,387022,353265,75,31.9,11.198,7.441,191.032
4682960,20023,15517.143,99640,385,379.571,102683.379,439.045,340.245,2184.809,8.442,8.323,5199,113.999,26504842,21214384,5290042,422,393486,349943,75,31.9,11.198,7.441,191.032
4702657,19697,15556.286,100250,610,401.571,103115.275,431.897,341.103,2198.184,13.375,8.805,5092,111.652,26903075,21578448,5324205,428,398233,349123,75,31.9,11.198,7.441,191.032
4719952,17295,15276.143,100695,445,398.714,103494.503,379.228,334.96,2207.942,9.758,8.743,5013,109.92,27302899,21922525,5379947,433,399824,347617,75,31.9,11.198,7.441,191.032
4737213,17261,15668,101158,463,430,103872.986,378.482,343.553,2218.094,10.152,9.429,4868,106.741,27759068,22278336,5480302,436,456169,361720,75,31.9,11.198,7.441,191.032
4749443,12230,15763.571,101434,276,419,104141.153,268.168,345.648,2224.146,6.052,9.187,4873,106.85,28081470,22507505,5573529,442,322402,360380,75,31.9,11.198,7.441,191.032
4756378,6935,15490,101549,115,395.429,104293.217,152.064,339.65,2226.667,2.522,8.671,4783,104.877,28249614,22638387,5610789,444,168144,360754,75,31.9,11.198,7.441,191.032
4769142,12764,15172.143,101955,406,385.714,104573.094,279.877,332.68,2235.57,8.902,8.458,4681,102.64,28668198,22971558,5696199,447,418584,365263,75,31.9,11.198,7.441,191.032
4784219,15077,14465.571,102381,426,391.571,104903.687,330.594,317.187,2244.911,9.341,8.586,4643,101.807,29116561,23211656,5904455,456,448363,373103,75,31.9,11.198,7.441,191.032
4798851,14632,13742,102818,437,366.857,105224.524,320.836,301.321,2254.493,9.582,8.044,4583,100.492,29536381,23534192,6001731,464,419820,376187,75,31.9,11.198,7.441,191.032
4812351,13500,13199.857,103074,256,339.857,105520.538,296.015,289.434,2260.106,5.613,7.452,4532,99.373,29923114,23854610,6068044,466,386733,374316,75,31.9,11.198,7.441,191.032
4827973,15622,12965.714,103359,285,314.429,105863.082,342.544,284.3,2266.355,6.249,6.894,4358,95.558,30330589,24172429,6157696,470,407475,367360,75,31.9,11.198,7.441,191.032
4839109,11136,12809.429,103584,225,307.143,106107.262,244.179,280.873,2271.289,4.934,6.735,4318,94.681,30568084,24358820,6208798,472,237495,355231,75,31.9,11.198,7.441,191.032
4846615,7506,12891,103721,137,310.286,106271.846,164.584,282.661,2274.293,3.004,6.804,4219,92.51,30701912,24484394,6217052,472,133828,350328,75,31.9,11.198,7.441,191.032
4859170,12555,12861.143,104105,384,307.143,106547.14,275.294,282.007,2282.713,8.42,6.735,4155,91.107,31109459,24728727,6380262,476,407547,348752,75,31.9,11.198,7.441,191.032
4875927,16757,13101.143,104352,247,281.571,106914.571,367.431,287.269,2288.129,5.416,6.174,4160,91.216,31537475,24931133,6605867,481,428016,345845,75,31.9,11.198,7.441,191.032
4905925,14115,13367.714,105113,291,291.286,107572.338,309.5,293.114,2304.815,6.381,6.387,4090,89.682,32422195,25417894,7003814,493,424828,357012,75,31.9,11.198,7.441,191.032
4919408,13483,13062.143,105586,473,318.143,107867.98,295.642,286.414,2315.187,10.371,6.976,3976,87.182,32849033,25636283,7212257,499,426838,359778,75,31.9,11.198,7.441,191.032
4935847,6083,12747.429,105772,51,293,108228.438,133.382,279.513,2319.265,1.118,6.425,3913,85.8,33290937,25832573,7457861,509,167343,369861,75,31.9,11.198,7.441,191.032
4947030,11183,12551.429,106045,273,277.143,108473.648,245.21,275.215,2325.251,5.986,6.077,3819,83.739,33707893,26009412,7697975,512,416956,371205,75,31.9,11.198,7.441,191.032
4961880,14850,12279,106447,402,299.286,108799.265,325.616,269.242,2334.066,8.815,6.562,3767,82.599,34115744,26217737,7897499,514,407851,368324,75,31.9,11.198,7.441,191.032
4975616,13736,11972.286,106747,300,275,109100.454,301.19,262.517,2340.644,6.578,6.03,3748,82.182,34532933,26396447,8135972,520,417189,362224,75,31.9,11.198,7.441,191.032
4989402,13786,11925.286,107023,276,272.857,109402.74,302.286,261.486,2346.696,6.052,5.983,3714,81.437,34963125,26549841,8412766,524,430192,362990,75,31.9,11.198,7.441,191.032
5002951,13549,11934.714,107213,190,232.429,109699.829,297.089,261.693,2350.862,4.166,5.096,3657,80.187,35376905,26680865,8695516,530,413780,361125,75,31.9,11.198,7.441,191.032
5012754,9803,11855.714,107302,89,225.857,109914.78,214.951,259.961,2352.814,1.952,4.952,3646,79.946,35654959,26753366,8901060,539,278054,361624,75.93,31.9,11.198,7.441,191.032
5018895,6141,11864,107459,157,241,110049.434,134.654,260.142,2356.256,3.443,5.284,3675,80.582,35816598,26786922,9029140,542,161639,360809,75.93,31.9,11.198,7.441,191.032
5029075,10180,11720.714,107961,502,273.714,110272.651,223.217,257,2367.263,11.007,6.002,3613,79.222,36207325,26898007,9308765,559,390727,357062,75.93,31.9,11.198,7.441,191.032
5041487,12412,11372.429,108165,204,245.429,110544.809,272.158,249.364,2371.737,4.473,5.382,3652,80.077,36577556,27000565,9576426,571,370231,351687,75.93,31.9,11.198,7.441,191.032
5052884,11397,11038.286,108388,223,234.429,110794.711,249.902,242.037,2376.626,4.89,5.14,3635,79.705,36990098,27092180,9897331,593,412542,351024,75.93,31.9,11.198,7.441,191.032
5066253,13369,10978.714,108569,181,220.857,111087.854,293.142,240.731,2380.595,3.969,4.843,3623,79.442,37382321,27171144,10210576,607,392223,345599,75.93,31.9,11.198,7.441,191.032
5074725,8472,10253.429,108815,246,228.857,111273.62,185.766,224.827,2385.989,5.394,5.018,3598,78.893,37798850,27241866,10556344,646,416529,345992,75.93,31.9,11.198,7.441,191.032
5080908,6183,9736.286,108936,121,233.429,111409.194,135.575,213.488,2388.642,2.653,5.118,3571,78.301,38055046,27278838,10775560,654,256196,342870,75.93,31.9,11.198,7.441,191.032
5084635,3727,9391.429,109041,105,226,111490.916,81.722,205.926,2390.945,2.302,4.956,3574,78.367,38217465,27308619,10908196,656,162419,342981,75.93,31.9,11.198,7.441,191.032
5088271,3636,8456.571,109105,64,163.429,111570.643,79.727,185.427,2392.348,1.403,3.584,3528,77.359,38408328,27357189,11050479,666,190863,314429,75.93,31.9,11.198,7.441,191.032
5096443,8172,7850.857,109405,300,177.143,111749.831,179.188,172.146,2398.926,6.578,3.884,3502,76.788,38847902,27476024,11371201,683,439574,324335,75.93,31.9,11.198,7.441,191.032
5106207,9764,7617.571,109652,247,180.571,111963.926,214.095,167.031,2404.342,5.416,3.959,3489,76.503,39282896,27583777,11698397,728,434994,327543,75.93,31.9,11.198,7.441,191.032
5116803,10596,7221.429,109841,189,181.714,112196.265,232.339,158.344,2408.486,4.144,3.984,3476,76.218,39708741,27700235,12007767,745,425845,332346,75.93,31.9,11.198,7.441,191.032
5124963,8160,7176.857,110070,229,179.286,112375.189,178.925,157.367,2413.508,5.021,3.931,3377,74.048,40144593,27819611,12324226,762,435852,335106,75.93,31.9,11.198,7.441,191.032
5130852,5889,7134.857,110217,147,183,112504.318,129.128,156.446,2416.731,3.223,4.013,3328,72.973,40401729,27873893,12527074,768,257136,335240,75.93,31.9,11.198,7.441,191.032
5133831,2979,7028,110352,135,187.286,112569.638,65.321,154.103,2419.691,2.96,4.107,3298,72.315,40571703,27897286,12673653,770,169974,336320,75.93,31.9,11.198,7.441,191.032
5139966,6135,7385,110609,257,214.857,112704.161,134.522,161.931,2425.326,5.635,4.711,3226,70.737,40979978,28019574,12959625,785,408275,367379,75.93,31.9,11.198,7.441,191.032
5148085,8119,7377.429,110806,197,200.143,112882.186,178.026,161.765,2429.646,4.32,4.389,3173,69.574,41428692,28111428,13316460,810,448714,368684,75.93,31.9,11.198,7.441,191.032
5155079,6994,6981.714,110966,160,187.714,113035.544,153.358,153.088,2433.154,3.508,4.116,3087,67.689,41855038,28186403,13667822,819,426346,367449,75.93,31.9,11.198,7.441,191.032
5161926,6847,6446.143,111117,151,182.286,113185.678,150.134,141.345,2436.465,3.311,3.997,2952,64.729,42297423,28259191,14037401,837,442385,369812,75.93,31.9,11.198,7.441,191.032
5167733,5807,6110,111270,153,171.429,113313.008,127.33,133.974,2439.82,3.355,3.759,2872,62.974,42764731,28336726,14427146,865,467308,374305,75.93,31.9,11.198,7.441,191.032
5171458,3725,5800.857,111324,54,158.143,113394.686,81.678,127.196,2441.004,1.184,3.468,2808,61.571,43008192,28379202,14628117,879,243461,372352,75.93,31.9,11.198,7.441,191.032
5173531,2073,5671.429,111383,59,147.286,113440.141,45.455,124.358,2442.298,1.294,3.23,2747,60.234,43176932,28401151,14774904,883,168740,372176,75.93,31.9,11.198,7.441,191.032
5178889,5358,5560.429,111607,224,142.571,113557.626,117.485,121.924,2447.209,4.912,3.126,2713,59.488,43594445,28493324,15100227,900,417513,373495,75.93,31.9,11.198,7.441,191.032
5185620,6731,5362.143,111812,205,143.714,113705.217,147.591,117.576,2451.704,4.495,3.151,2672,58.589,44054111,28590032,15463170,915,459666,375060,75.93,31.9,11.198,7.441,191.032
5190948,5328,5124.143,112005,193,148.429,113822.044,116.827,112.357,2455.936,4.232,3.255,2602,57.054,44509574,28672478,15836170,932,455463,379219,75.93,31.9,11.198,7.441,191.032
5195601,4653,4810.714,112195,190,154,113924.071,102.026,105.485,2460.103,4.166,3.377,2497,54.752,44957381,28751370,16205075,942,447807,379994,75.93,31.9,11.198,7.441,191.032
5199919,4318,4598,112356,161,155.143,114018.752,94.681,100.82,2463.633,3.53,3.402,2452,53.765,45391766,28816472,16574343,957,434385,375291,75.93,31.9,11.198,7.441,191.032
5202405,2486,4421,112444,88,160,114073.262,54.511,96.939,2465.562,1.93,3.508,2391,52.428,45687643,28855849,16830836,964,295877,382779,75.93,31.9,11.198,7.441,191.032
5203802,1397,4324.429,112511,67,161.143,114103.894,30.632,94.822,2467.031,1.469,3.533,2396,52.537,45884201,28872442,17010795,970,196558,386753,75.93,31.9,11.198,7.441,191.032
5207695,3893,4115.143,112673,162,152.286,114189.256,85.362,90.233,2470.584,3.552,3.339,2293,50.279,46325432,28923939,17400517,982,441231,390141,75.93,31.9,11.198,7.441,191.032
5211801,4106,3740.143,112851,178,148.429,114279.288,90.032,82.01,2474.487,3.903,3.255,2283,50.059,46788667,28978377,17809344,999,463235,390651,75.93,31.9,11.198,7.441,191.032
5215332,3531,3483.429,112962,111,136.714,114356.713,77.424,76.381,2476.921,2.434,2.998,2247,49.27,47162246,29037305,18124018,1013,373579,378953,75.93,31.9,11.198,7.441,191.032
5218993,3661,3341.714,113099,137,129.143,114436.988,80.275,73.274,2479.925,3.004,2.832,2297,50.366,47559733,29087073,18471709,1048,397487,371765,75.93,31.9,11.198,7.441,191.032
5221809,2816,3127.143,113282,183,132.286,114498.734,61.747,68.569,2483.937,4.013,2.901,2172,47.625,47901879,29136705,18764207,1066,342146,358588,75.93,31.9,11.198,7.441,191.032
5223604,1795,3028.429,113356,74,130.286,114538.093,39.359,66.404,2485.56,1.623,2.857,2142,46.968,48100554,29162315,18937525,1088,198675,344702,75.93,31.9,11.198,7.441,191.032
5224534,930,2961.714,113402,46,127.286,114558.485,20.392,64.942,2486.568,1.009,2.791,2103,46.113,48110293,29164744,18945205,1090,9739,318013,75.93,31.9,11.198,7.441,191.032
5226831,2297,2733.714,113640,238,138.143,114608.852,50.366,59.942,2491.787,5.219,3.029,1829,40.105,48412648,29216609,19209793,1107,302355,298174,75.93,31.9,11.198,7.441,191.032
5229848,3017,2578.143,113816,176,137.857,114675.005,66.154,56.531,2495.646,3.859,3.023,1851,40.587,48692108,29263008,19444037,1119,279460,271920,75.93,31.9,11.198,7.441,191.032
5232358,2510,2432.286,113969,153,143.857,114730.042,55.037,53.333,2499.001,3.355,3.154,1785,39.14,49022281,29298628,19739661,1172,330173,265719,75.93,31.9,11.198,7.441,191.032
5234851,2493,2265.429,114101,132,143.143,114784.706,54.664,49.674,2501.895,2.894,3.139,1614,35.39,49383400,29337290,20063384,1211,361119,260524,75.93,31.9,11.198,7.441,191.032
5237159,2308,2192.857,114286,185,143.429,114835.314,50.608,48.083,2505.952,4.056,3.145,1593,34.93,49745884,29386527,20385119,1274,362484,263429,75.93,31.9,11.198,7.441,191.032
5238610,1451,2143.714,114367,81,144.429,114867.13,31.816,47.005,2507.728,1.776,3.167,1516,33.241,49966980,29420002,20573199,1286,221096,266632,75.93,31.9,11.198,7.441,191.032
5239232,622,2099.714,114428,61,146.571,114880.769,13.639,46.04,2509.066,1.338,3.214,1496,32.803,50104472,29439863,20690872,1288,137492,284883,75.93,31.9,11.198,7.441,191.032
5241394,2162,2080.429,114518,90,125.429,114928.175,47.406,45.618,2511.039,1.973,2.75,1440,31.575,50450086,29486936,20991886,1303,345614,291063,75.93,31.9,11.198,7.441,191.032
5243231,1837,1911.857,114579,61,109,114968.455,40.28,41.921,2512.377,1.338,2.39,1489,32.649,50759304,29536547,21253969,1318,309218,295314,75.93,31.9,11.198,7.441,191.032
5245265,2034,1843.857,114684,105,102.143,115013.054,44.6,40.43,2514.679,2.302,2.24,1366,29.952,51087615,29593678,21528369,1355,328311,295048,75.93,31.9,11.198,7.441,191.032
